score	organization	title	url	evidence
30	あさぎり町	令和８年度 あさぎり町奨学金制度のご案内	https://www.town.asagiri.lg.jp/kiji0034749/index.html	令和８年度 あさぎり町奨学金制度のご案内 / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生
30	あさぎり町	物価高騰対策としての水道料金減免について	https://www.town.asagiri.lg.jp/kiji0035082/index.html	物価高騰対策としての水道料金減免について / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生
30	あさぎり町	令和７年９月３０日まで！！ 子ども医療費助成のインターネット申請受付を終了します。	https://www.town.asagiri.lg.jp/kiji0034837/index.html	令和７年９月３０日まで！！ 子ども医療費助成のインターネット申請受付を終了します。 / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカ
30	あさぎり町	あさぎり町商工業物価高騰対策支援金	https://www.town.asagiri.lg.jp/kiji0035118/index.html	あさぎり町商工業物価高騰対策支援金 / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生 動物・
30	あさぎり町	あさぎり町生ごみ処理機補助金制度のお知らせ	https://www.town.asagiri.lg.jp/kiji0034686/index.html	あさぎり町生ごみ処理機補助金制度のお知らせ / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生
30	あさぎり町	あさぎり町結婚新生活支援補助金	https://www.town.asagiri.lg.jp/kiji003563/index.html	あさぎり町結婚新生活支援補助金 / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生 動物・ペッ
30	あさぎり町	軽自動車税（種別割）の減免申請について	https://www.town.asagiri.lg.jp/kiji003524/index.html	軽自動車税（種別割）の減免申請について / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生 動
30	あさぎり町	新型コロナウイルス感染症の影響による国民健康保険税の減免について	https://www.town.asagiri.lg.jp/kiji003519/index.html	新型コロナウイルス感染症の影響による国民健康保険税の減免について / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し
30	あさぎり町	軽自動車税の減免申請は手続きが必要です	https://www.town.asagiri.lg.jp/kiji0034509/index.html	軽自動車税の減免申請は手続きが必要です / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生 動
30	あさぎり町	物価高対応子育て応援手当を支給します	https://www.town.asagiri.lg.jp/kiji0034971/index.html	物価高対応子育て応援手当を支給します / 熊本県あさぎり町公式サイト ヘッダーをスキップ 本文へジャンプ マイページ Languages 閲覧補助 さがす 緊急情報 くらしの情報 子ども・教育 健康・福祉 まちのＰＲ しごと 行政情報 届出・各種証明 証明書の発行 戸籍の届出 住所変更（転入・転出） 印鑑登録 マイナンバー・住民基本台帳 申請書 電子申請・申請書検索 税金 税に関するお知らせ 税の納付・証明 軽自動車税 個人の住民税、法人町民税 固定資産税 国民健康保険税 その他の税 住まい・まちづくり 住まい・土地 道路・河川・公園 上下水道 公共交通 ごみ・環境 ごみ・リサイクルのお知らせ ごみの出し方・ルール ごみ出しカレンダー ごみ出し早見表 生活環境・衛生 動物
